RHIZO 2012,Operator,Analysis Date Time,ImageFileName,ImageAcqDeviceAndSoftwareInfo DateTimeModified,AnalysedRegionArea(cm2),AnalysedRegionWidth(cm),AnalysedRegionHeight(cm),Left Top Right Bottom  NExclusions,DevOrder Criteria,ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile],PxClassif,Filters,Fractal PxMin PxMax,SoilVol(m3),Length(cm),LengthTen(cm)/RatioHypLeafToRootLen,ProjArea(cm2),ProjAreaTen(cm2)/RatioHypLeafToRootArea,SurfArea(cm2),SurfAreaTen(cm2),AvgDiam(mm),AvgDiamTen(mm),LenPerVol(cm/m3),LenPerVolTen(cm/m3),RootVolume(cm3),Tips,Forks,Crossings,NumberOfClasses,ClassBoundaries,0<.L.<=0.5000000,0.5000000<.L.<=1.0000000,1.0000000<.L.<=1.5000000,1.5000000<.L.<=2.0000000,2.0000000<.L.<=2.5000000,2.5000000<.L.<=3.0000000,3.0000000<.L.<=3.5000000,3.5000000<.L.<=4.0000000,4.0000000<.L.<=4.5000000,.L.>4.5000000,0<.SA.<=0.5000000,0.5000000<.SA.<=1.0000000,1.0000000<.SA.<=1.5000000,1.5000000<.SA.<=2.0000000,2.0000000<.SA.<=2.5000000,2.5000000<.SA.<=3.0000000,3.0000000<.SA.<=3.5000000,3.5000000<.SA.<=4.0000000,4.0000000<.SA.<=4.5000000,.SA.>4.5000000,0<.PA.<=0.5000000,0.5000000<.PA.<=1.0000000,1.0000000<.PA.<=1.5000000,1.5000000<.PA.<=2.0000000,2.0000000<.PA.<=2.5000000,2.5000000<.PA.<=3.0000000,3.0000000<.PA.<=3.5000000,3.5000000<.PA.<=4.0000000,4.0000000<.PA.<=4.5000000,.PA.>4.5000000,0<.V.<=0.5000000,0.5000000<.V.<=1.0000000,1.0000000<.V.<=1.5000000,1.5000000<.V.<=2.0000000,2.0000000<.V.<=2.5000000,2.5000000<.V.<=3.0000000,3.0000000<.V.<=3.5000000,3.5000000<.V.<=4.0000000,4.0000000<.V.<=4.5000000,.V.>4.5000000,0<.T.<=0.5000000,0.5000000<.T.<=1.0000000,1.0000000<.T.<=1.5000000,1.5000000<.T.<=2.0000000,2.0000000<.T.<=2.5000000,2.5000000<.T.<=3.0000000,3.0000000<.T.<=3.5000000,3.5000000<.T.<=4.0000000,4.0000000<.T.<=4.5000000,.T.>4.5000000
SampleId,COLOR,Name,OwnerGroup,Specifications/NClass,Def Filt/Bg,Length(cm),ProjArea(cm2),SurfArea(cm2),AvgDiam(mm),Volume(cm3),Tips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,LINK,Link#,Seedling#,,Length(cm),ProjArea(cm2),SurfArea(cm2),AvgDiam(mm),EE-EI-II-IL-BL,Angle(deg),Magnitude,Altitude,Order,Father,Brother1,Brother2,Baby1,Baby2,Baby3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,DEV,Order#,Seedling#,NofLinks,TotalLength(cm),TotalProjArea(cm2),TotSurfArea(cm2),AvgLength(cm),AvgProjArea(cm2),AvgSurfArea(cm2),AvgDiam(mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,AXIS,Order#,Seedling#,Axis#,TotalLength(cm),TotalProjArea(cm2),TotSurfArea(cm2),AvgLength(cm),AvgProjArea(cm2),AvgSurfArea(cm2),AvgDiam(mm),,,,,,,,,NofLinks,FirstLink#,SecondLink#,ThirdLink#,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALCAN3,JJR,11/16/2021 10:37,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,500.9577,17.7482,28.2257,20 20 5610 8910  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-170,Smooth Off Area On 0.0100 LWRatio Off,Off,1,370.4235,0,11.8012,0,37.0745,0,0.3186,0,370.4235,0,0.295,651,1094,135,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,330.9977,20.3623,7.2659,6.6563,3.5849,0.3307,0.4931,0.3617,0.2708,0.0294,19.2595,4.3837,2.926,3.7771,2.4807,0.2815,0.4726,0.4129,0.3551,0.0428,6.1305,1.3954,0.9314,1.2023,0.7896,0.0896,0.1504,0.1314,0.113,0.0136,0.1133,0.0781,0.0948,0.1718,0.1372,0.0191,0.0361,0.0375,0.0371,0.005,642,7,0,0,2,0,0,0,0,0
DALPUR3,JJR,11/16/2021 12:04,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,507.6119,17.8435,28.448,10 10 5630 8970  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-160,Smooth Off Area On 0.0100 LWRatio Off,Off,1,413.1853,0,18.1993,0,57.1747,0,0.4405,0,413.1853,0,0.63,742,1326,108,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,342.9052,29.0906,16.3566,14.7409,6.7258,1.145,0.4874,0.7391,0.3068,0.6269,24.5356,6.5397,6.2534,8.0239,4.5353,0.9745,0.5125,0.8757,0.4185,1.3022,7.8099,2.0816,1.9905,2.5541,1.4436,0.3102,0.1631,0.2788,0.1332,0.4145,0.1735,0.1224,0.1929,0.3494,0.2441,0.0661,0.0429,0.0827,0.0454,0.2254,734,5,1,0,0,0,1,1,0,0
DSMILL1,JJR,11/16/2021 14:50,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,503.5474,17.78,28.321,10 10 5610 8930  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-157,Smooth Off Area On 0.0100 LWRatio Off,Off,1,575.6891,0,27.9111,0,87.6854,0,0.4848,0,575.6891,0,1.063,1340,2750,150,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,458.0437,65.2185,20.4019,7.4742,9.5202,5.6338,2.8142,0.3605,1.1345,4.9543,32.9437,14.084,7.5887,4.1714,6.7088,4.8296,2.8095,0.4264,1.5027,8.0002,10.4863,4.4831,2.4156,1.3278,2.1355,1.5373,0.8943,0.1357,0.4783,2.5466,0.2367,0.2529,0.2274,0.1866,0.3774,0.3302,0.2235,0.0401,0.1586,1.0477,1320,11,5,0,1,0,0,0,0,3
DESILL1,JJR,11/24/2021 9:56,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,504.1119,17.78,28.3528,20 20 5620 8950  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-159,Smooth Off Area On 0.0100 LWRatio Off,Off,1,808.9592,0,42.4737,0,133.4349,0,0.525,0,808.9592,0,1.751,1738,4621,309,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,609.6597,108.4177,37.8214,22.8597,6.9889,7.8221,5.2692,6.1458,3.2881,0.4293,46.0583,23.5581,14.2483,12.7175,4.8737,6.6848,5.3565,7.2425,4.3406,0.6239,14.6608,7.4988,4.5354,4.0481,1.5513,2.1278,1.705,2.3054,1.3817,0.1986,0.3386,0.4244,0.433,0.5656,0.2719,0.4555,0.4343,0.6803,0.4565,0.0722,1697,28,5,4,3,1,0,0,0,0
DESCAN1-1,JJR,11/24/2021 10:18,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,506.7087,17.8118,28.448,10 10 5620 8970  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-166,Smooth Off Area On 0.0100 LWRatio Off,Off,1,799.3314,0,31.1633,0,97.9025,0,0.3899,0,799.3314,0,0.954,1485,3688,429,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,685.6793,54.6073,28.6563,12.3833,3.4181,2.1537,0.9993,2.7914,5.4481,3.0602,41.7004,12.0351,11.2147,6.5044,2.4068,1.8348,0.9771,3.2755,7.3934,4.4577,13.2737,3.8309,3.5698,2.0704,0.7661,0.584,0.311,1.0426,2.3534,1.4189,0.2598,0.22,0.3538,0.2735,0.1354,0.1245,0.0761,0.3061,0.7991,0.5169,1471,12,0,0,1,0,0,0,1,0
DESCAN1-2,JJR,11/24/2021 10:37,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,502.6482,17.7482,28.321,10 20 5600 8940  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-166,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1309.8478,0,55.2778,0,173.6602,0,0.422,0,1309.8478,0,1.832,2365,8247,897,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1053.1591,157.7519,51.9114,21.9173,8.9671,2.44,2.0015,5.6978,1.6353,4.1218,65.3883,34.9897,19.6767,11.8893,6.2627,2.0973,2.0736,6.5929,2.1207,7.8905,20.8137,11.1376,6.2633,3.7845,1.9935,0.6676,0.66,2.0986,0.675,2.5116,0.414,0.6412,0.6022,0.5171,0.3494,0.1439,0.1713,0.6075,0.2189,1.2379,2345,17,3,0,0,0,0,0,0,0
SENHEB3,JJR,11/24/2021 10:58,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,505.0121,17.8118,28.3528,10 10 5620 8940  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-148,Smooth Off Area On 0.0100 LWRatio Off,Off,1,2044.7829,0,87.2269,0,274.0315,0,0.4266,0,2044.7829,0,2.922,3001,14387,1384,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1653.9316,234.1589,77.3559,40.2315,24.5431,7.7261,2.9076,1.5763,0.207,1.9357,115.8742,51.0656,29.9332,21.5026,17.1181,6.6303,2.9071,1.8881,0.2644,4.4545,36.8839,16.2547,9.528,6.8445,5.4488,2.1105,0.9254,0.601,0.0842,1.4179,0.8124,0.9252,0.9339,0.9205,0.9532,0.4542,0.2316,0.1801,0.0269,0.8467,2962,27,3,6,1,1,0,0,0,1
LESCAP3-1,JJR,11/24/2021 11:24,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,503.4365,17.7165,28.4162,10 10 5590 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-166,Smooth Off Area On 0.0100 LWRatio Off,Off,1,641.3088,0,29.2951,0,92.0333,0,0.4568,0,641.3088,0,1.051,1050,2212,195,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,470.0002,92.801,54.6258,22.7961,0.5331,0.3061,0.1953,0,0,0,34.0777,18.8128,22.2251,11.4859,0.3525,0.2468,0.2037,0,0,0,10.8473,5.9883,7.0745,3.6561,0.1122,0.0786,0.0648,0,0,0,0.2593,0.3156,0.7277,0.4621,0.0186,0.0158,0.0169,0,0,0,1043,3,2,1,0,0,1,0,0,0
LESCAP3-2,JJR,11/24/2021 11:43,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,505.2409,17.78,28.4162,10 10 5610 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-170,Smooth Off Area On 0.0100 LWRatio Off,Off,1,615.8185,0,25.6515,0,80.5865,0,0.4165,0,615.8185,0,0.839,1080,2477,203,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,457.0846,102.6018,53.559,2.2468,0.1361,0,0,0,0,0,31.2386,22.93,20.5566,1.1173,0.0934,0,0,0,0,0,9.9436,7.2988,6.5434,0.3557,0.0297,0,0,0,0,0,0.2188,0.4232,0.6348,0.0444,0.0051,0,0,0,0,0,1065,12,3,0,0,0,0,0,0,0
ANECAN3-1,JJR,11/24/2021 12:20,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,504.1119,17.78,28.3528,10 10 5610 8940  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-182,Smooth Off Area On 0.0100 LWRatio Off,Off,1,3052.2765,0,102.8565,0,323.1331,0,0.337,0,3052.2765,0,2.722,3501,21241,3295,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,2592.1472,379.3442,62.0797,11.0263,2.8998,1.504,1.5805,0.0663,0.435,0.9409,173.5645,83.5717,22.826,5.8826,1.9893,1.2748,1.6123,0.106,0.5737,1.6376,55.2473,26.6017,7.2657,1.8725,0.6332,0.4058,0.5132,0.0337,0.1826,0.5213,1.1586,1.5232,0.6767,0.2513,0.109,0.0862,0.1311,0.0125,0.0602,0.2288,3477,21,3,0,0,0,0,0,0,0
ANECAN3-2,JJR,11/24/2021 13:03,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,507.0454,17.8435,28.4162,10 10 5630 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-180,Smooth Off Area On 0.0100 LWRatio Off,Off,1,3089.8723,0,120.3739,0,378.1657,0,0.3896,0,3089.8723,0,3.683,2863,24375,2949,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,2518.3432,437.389,97.0557,23.6075,8.3904,1.5535,0.7982,0.8808,0.1858,1.2004,190.4518,93.3461,36.5633,12.3943,5.8365,1.3147,0.8229,1.0322,0.2349,2.6147,60.6227,29.713,11.6385,3.9452,1.8578,0.4185,0.2619,0.3285,0.0748,0.8323,1.3989,1.6475,1.1094,0.5212,0.3247,0.0888,0.0676,0.0964,0.0236,0.4726,2831,28,3,1,0,0,0,0,0,0
ANECAN3-3,JJR,11/24/2021 13:28,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,505.5776,17.8118,28.3845,10 10 5620 8950  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-181,Smooth Off Area On 0.0100 LWRatio Off,Off,1,2887.9195,0,107.8073,0,338.6867,0,0.3733,0,2887.9195,0,3.161,3275,21703,2815,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,2300.1415,467.8962,93.9054,17.3762,4.963,1.1601,0.5964,0.4304,0.1467,0.7614,155.1986,101.653,35.0668,9.1418,3.4664,0.9987,0.5964,0.4994,0.191,1.4311,49.4013,32.3571,11.1621,2.9099,1.1034,0.3179,0.1898,0.159,0.0608,0.4555,1.0571,1.8265,1.0551,0.3852,0.1935,0.0687,0.0475,0.0462,0.0198,0.2179,3225,40,10,0,0,0,0,0,0,0
ANECAN3-4,JJR,11/24/2021 13:47,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,504.6764,17.78,28.3845,10 20 5610 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-179,Smooth Off Area On 0.0100 LWRatio Off,Off,1,3769.3438,0,133.8375,0,420.4629,0,0.3551,0,3769.3438,0,3.732,4620,37427,4834,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,3109.6918,526.9735,96.029,22.8688,7.5732,3.102,1.1498,0.199,0,1.1306,203.2457,114.1213,36.0602,12.1091,5.2201,2.6548,1.1379,0.2333,0,2.0615,64.6951,36.3259,11.4783,3.8545,1.6616,0.845,0.3622,0.0743,0,0.6562,1.3747,2.0417,1.0922,0.5137,0.2875,0.1813,0.0898,0.0218,0,0.2932,4554,57,8,0,1,0,0,0,0,0
ECHPUR3-1,JJR,11/29/2021 9:52,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,504.4466,17.8118,28.321,10 10 5620 8930  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-170,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1822.8492,0,62.3402,0,195.8474,0,0.342,0,1822.8492,0,1.674,1266,8444,1370,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1608.1969,180.0096,25.9882,4.4778,2.0666,0.4681,0,0.0133,0.5822,0.8376,124.2911,38.474,9.4264,2.4154,1.4173,0.3842,0,0.0477,0.7614,2.1707,39.5631,12.2467,3.0005,0.7689,0.4511,0.1223,0,0.0152,0.2424,0.691,0.8684,0.6791,0.2749,0.1042,0.0776,0.0251,0,0.0047,0.0793,0.4629,1258,7,1,0,0,0,0,0,0,0
ECHPUR3-2,JJR,11/29/2021 10:10,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,505.5776,17.8118,28.3845,10 10 5620 8950  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-173,Smooth Off Area On 0.0100 LWRatio Off,Off,1,2053.8807,0,72.2882,0,227.1,0,0.352,0,2053.8807,0,1.998,1883,10651,1344,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1784.1327,220.9969,35.4297,7.5995,2.0458,1.0482,1.4622,0.0959,0.0984,0.7236,138.9312,46.0752,13.2289,4.0558,1.3976,0.8858,1.4783,0.1203,0.1266,1.4349,44.2232,14.6662,4.2109,1.291,0.4449,0.282,0.4706,0.0383,0.0403,0.4567,0.9993,0.7941,0.3975,0.1731,0.0764,0.0597,0.1191,0.012,0.013,0.2253,1849,33,1,0,0,0,0,0,0,0
ERASPE3,JJR,11/29/2021 10:35,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,504.6764,17.78,28.3845,20 20 5620 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-182,Smooth Off Area On 0.0100 LWRatio Off,Off,1,5775.3056,0,124.128,0,389.9598,0,0.2149,0,5775.3056,0,2.095,19380,93742,17235,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,5419.8334,290.4133,44.5036,11.658,3.2398,1.3141,0.6265,0,0.2236,0.1797,245.7314,60.8142,16.7075,6.2015,2.1956,1.1475,0.634,0,0.5643,0.2944,78.2187,19.3578,5.3182,1.974,0.6989,0.3653,0.2018,0,0.1796,0.0937,1.3985,1.0532,0.5054,0.2644,0.1187,0.0798,0.0512,0,0.0598,0.0385,19351,24,5,0,0,0,0,0,0,0
BROKAL3,JJR,11/29/2021 11:20,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,505.2409,17.78,28.4162,10 10 5610 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-190,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1907.2605,0,41.5144,0,130.4215,0,0.2177,0,1907.2605,0,0.71,4117,13530,2141,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1851.0847,51.4775,2.8423,0.2284,0.1041,0.2539,0.1034,0.0587,0.0703,0.1935,101.6419,10.1063,1.0281,0.1206,0.0694,0.2239,0.109,0.0679,0.0988,0.3225,32.3536,3.2169,0.3273,0.0384,0.0221,0.0713,0.0347,0.0216,0.0314,0.1026,0.5921,0.1631,0.0299,0.0051,0.0037,0.0157,0.0091,0.0062,0.011,0.0429,4094,22,0,1,0,0,0,0,0,0
BOUCUR3,JJR,11/29/2021 11:47,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,503.999,17.7165,28.448,10 10 5590 8970  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-188,Smooth Off Area On 0.0100 LWRatio Off,Off,1,1357.6983,0,23.6993,0,74.4535,0,0.1746,0,1357.6983,0,0.325,7477,12127,2171,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1332.6358,23.9171,0.2406,0,0,0,0,0,0,0,60.5177,4.4166,0.0843,0,0,0,0,0,0,0,19.2634,1.4058,0.0268,0,0,0,0,0,0,0,0.3416,0.0662,0.0024,0,0,0,0,0,0,0,7455,22,0,0,0,0,0,0,0,0
CORPAL3,JJR,11/29/2021 13:18,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,504.9022,17.7482,28.448,10 10 5600 8970  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-166,Smooth Off Area On 0.0100 LWRatio Off,Off,1,647.7411,0,34.4556,0,108.2455,0,0.5319,0,647.7411,0,1.439,722,1877,149,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,344.5135,250.6855,44.1113,5.5333,1.5785,0.1334,0.4757,0.126,0.3067,0.2441,24.8066,56.4336,15.7884,3.0345,1.0868,0.1094,0.4882,0.1444,0.4026,0.4843,7.8962,17.9634,5.0256,0.9659,0.346,0.0348,0.1554,0.046,0.1282,0.1542,0.1896,1.0459,0.4543,0.1333,0.0597,0.0071,0.04,0.0132,0.0421,0.0786,711,8,3,0,0,0,0,0,0,0
ARNPLA1-1,JJR,11/29/2021 13:49,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,504.3387,17.7482,28.4162,10 10 5600 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-160,Smooth Off Area On 0.0100 LWRatio Off,Off,1,2664.7174,0,127.7344,0,401.2893,0,0.4794,0,2664.7174,0,4.809,1609,19376,1691,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,2037.1286,412.2948,149.4801,44.0048,13.7423,5.1435,1.2121,0.9616,0.2719,0.3265,183.9288,89.0638,57.2982,23.4106,9.5575,4.3803,1.2316,1.1364,0.3594,0.5089,58.5464,28.3499,18.2386,7.4518,3.0422,1.3943,0.392,0.3617,0.1144,0.162,1.4595,1.597,1.7691,0.9977,0.5312,0.2975,0.0998,0.107,0.0378,0.0636,1552,42,8,6,0,1,0,0,0,0
ARNPLA1-2,JJR,11/29/2021 14:03,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,503.7752,17.7482,28.3845,10 10 5600 8950  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-168,Smooth Off Area On 0.0100 LWRatio Off,Off,1,3020.8604,0,130.986,0,411.5045,0,0.4336,0,3020.8604,0,4.461,1994,21840,2316,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,2405.7539,446.2588,124.9061,35.3583,6.4837,1.2414,0.3999,0.1391,0.059,0,211.6362,94.8414,47.2684,18.6972,4.3992,1.0562,0.394,0.1575,0.0756,0,67.3659,30.1889,15.046,5.9515,1.4003,0.3362,0.1254,0.0501,0.0241,0,1.6447,1.6726,1.4435,0.7919,0.2385,0.0717,0.0309,0.0142,0.0077,0,1938,47,7,2,0,0,0,0,0,0
ARNPLA1-3,JJR,11/29/2021 14:21,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,504.9022,17.7482,28.448,10 10 5600 8970  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-164,Smooth Off Area On 0.0100 LWRatio Off,Off,1,3122.3224,0,155.4427,0,488.3376,0,0.4978,0,3122.3224,0,6.078,2013,21491,1744,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,2362.3909,486.3497,172.8638,65.3438,17.6499,7.2447,5.1863,1.9179,0.5798,2.6206,212.5401,107.5495,66.1058,34.6097,12.1677,6.2833,5.2461,2.2842,0.7797,4.8135,67.6536,34.2341,21.0421,11.0166,3.8731,2,1.6699,0.7271,0.2482,1.5322,1.6889,1.9727,2.0379,1.4688,0.6701,0.435,0.4232,0.2169,0.0835,0.7124,1957,48,5,0,1,1,0,1,0,0
ARNPLA1-4,JJR,11/29/2021 14:36,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,505.8054,17.78,28.448,10 10 5610 8970  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-158,Smooth Off Area On 0.0100 LWRatio Off,Off,1,3583.4791,0,220.02,0,691.2133,0,0.614,0,3583.4791,0,10.61,1777,35447,1838,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,2384.1678,724.0396,274.1612,111.1552,42.7086,21.5416,11.2607,7.1273,3.1646,3.9814,225.2365,158.9183,105.0342,59.5019,29.4999,18.4444,11.4458,8.3209,4.2088,6.4221,71.695,50.5853,33.4334,18.94,9.3901,5.871,3.6433,2.6486,1.3397,2.0442,1.8704,2.8908,3.2422,2.5524,1.6285,1.2601,0.9276,0.7743,0.4459,0.8397,1700,55,14,4,2,1,0,1,0,0
ARNPLA1-5,JJR,11/29/2021 14:52,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 1680 1.8 V3.4 3.04 ,504.3387,17.7482,28.4162,10 10 5600 8960  0,MAG ANG DIAM LEN,Grey Intr cm 0.003175 0.003175 ,GreyThdAutom-165,Smooth Off Area On 0.0100 LWRatio Off,Off,1,2433.4264,0,123.6369,0,388.4168,0,0.5081,0,2433.4264,0,4.934,1147,13766,1353,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 ,1845.3923,345.2092,164.0704,50.6296,16.6023,4.7459,2.2834,1.9905,0.7747,1.6831,170.5139,76.2078,62.577,26.9034,11.4755,4.056,2.3303,2.332,1.0182,3.9102,54.2763,24.2577,19.9189,8.5636,3.6528,1.2911,0.7418,0.7423,0.3241,1.2446,1.3865,1.3997,1.9254,1.1447,0.6342,0.2765,0.1896,0.2176,0.1067,0.7701,1119,24,4,0,0,0,0,0,0,0
